K00001,alcohol dehydrogenase [EC:1.1.1.1]
K06989,aspartate dehydrogenase [EC:1.4.1.21]
K06998,"trans-2,3-dihydro-3-hydroxyanthranilate isomerase [EC:5.3.3.17]"
K07008,gamma-glutamyl hercynylcysteine S-oxide hydrolase [EC:3.5.1.118]
K07009,lipid II isoglutaminyl synthase (glutamine-hydrolysing) [EC:6.3.5.13]
K07023,5'-deoxynucleotidase [EC:3.1.3.89]
K07024,sucrose-6-phosphatase [EC:3.1.3.24]
K07026,mannosyl-3-phosphoglycerate phosphatase [EC:3.1.3.70]
K07029,diacylglycerol kinase (ATP) [EC:2.7.1.107]
K07031,D-glycero-alpha-D-manno-heptose-7-phosphate kinase [EC:2.7.1.168]
K07043,UTP pyrophosphatase [EC:3.6.1.-]
K07046,"L-fucono-1,5-lactonase [EC:3.1.1.120]"
K07053,"3',5'-nucleoside bisphosphate phosphatase [EC:3.1.3.97]"
K07072,(4-(4-[2-(gamma-L-glutamylamino)ethyl]phenoxymethyl)furan-2-yl)methanamine synthase [EC:2.5.1.131]
K07094,heptaprenylglyceryl phosphate synthase [EC:2.5.1.-]
K07102,N-acetylmuramate 1-kinase [EC:2.7.1.221]
K07104,"catechol 2,3-dioxygenase [EC:1.13.11.2]"
K07106,N-acetylmuramic acid 6-phosphate etherase [EC:4.2.1.126]
K07119,prostaglandin reductase 3 [EC:1.3.1.48]
K07127,5-hydroxyisourate hydrolase [EC:3.5.2.17]
K07130,arylformamidase [EC:3.5.1.9]
K07141,molybdenum cofactor cytidylyltransferase [EC:2.7.7.76]
K07142,2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase [EC:2.7.6.3]
K07144,5-(aminomethyl)-3-furanmethanol phosphate kinase [EC:2.7.4.31]
K07145,heme oxygenase (staphylobilin-producing) [EC:1.14.99.48]
K07151,dolichyl-diphosphooligosaccharide---protein glycosyltransferase [EC:2.4.99.18]
K07160,5-oxoprolinase (ATP-hydrolysing) subunit A [EC:3.5.2.9]
K07173,S-ribosylhomocysteine lyase [EC:4.4.1.21]
K07215,heme oxygenase (biliverdin-IX-beta and delta-forming) [EC:1.14.99.58]
K07226,heme oxygenase (biliverdin-IX-beta and delta-forming) [EC:1.14.99.58]
K07232,glutathione-specific gamma-glutamylcyclotransferase [EC:4.3.2.7]
K07246,tartrate dehydrogenase/decarboxylase / D-malate dehydrogenase [EC:1.1.1.93 4.1.1.73 1.1.1.83]
K07248,lactaldehyde dehydrogenase / glycolaldehyde dehydrogenase [EC:1.2.1.22 1.2.1.21]
K07249,retinal dehydrogenase [EC:1.2.1.36]
K07250,4-aminobutyrate aminotransferase / (S)-3-amino-2-methylpropionate transaminase / 5-aminovalerate transaminase [EC:2.6.1.19 2.6.1.22 2.6.1.48]
K07251,thiamine kinase [EC:2.7.1.89]
K07252,dolichyldiphosphatase [EC:3.6.1.43]
K07253,phenylpyruvate tautomerase [EC:5.3.2.1]
K07255,taurine dehydrogenase small subunit [EC:1.4.2.-]
K07256,taurine dehydrogenase large subunit [EC:1.4.2.-]
K07264,4-amino-4-deoxy-L-arabinose transferase [EC:2.4.2.43]
K07281,1L-myo-inositol 1-phosphate cytidylyltransferase [EC:2.7.7.74]
K07291,CDP-L-myo-inositol myo-inositolphosphotransferase [EC:2.7.8.34]
K07306,anaerobic dimethyl sulfoxide reductase subunit A [EC:1.8.5.3]
K07307,anaerobic dimethyl sulfoxide reductase subunit B
K07308,anaerobic dimethyl sulfoxide reductase subunit C
K07309,Tat-targeted selenate reductase subunit YnfE [EC:1.97.1.9]
K07310,Tat-targeted selenate reductase subunit YnfF [EC:1.97.1.9]
K07320,ribosomal protein L3 glutamine methyltransferase [EC:2.1.1.298]
K07381,(S)-limonene 6-monooxygenase [EC:1.14.14.51]
K07382,(S)-limonene 7-monooxygenase [EC:1.14.14.52]
K07384,(-)-alpha/(-)-beta-pinene synthase [EC:4.2.3.119 4.2.3.120]
K07385,"1,8-cineole synthase [EC:4.2.3.108]"
K07404,6-phosphogluconolactonase [EC:3.1.1.31]
K07405,alpha-amylase [EC:3.2.1.1]
K07406,alpha-galactosidase [EC:3.2.1.22]
K07407,alpha-galactosidase [EC:3.2.1.22]
K07408,cytochrome P450 family 1 subfamily A1 [EC:1.14.14.1]
K07409,cytochrome P450 family 1 subfamily A2 [EC:1.14.14.1]
K07410,cytochrome P450 family 1 subfamily B1 [EC:1.14.14.1]
K07411,cytochrome P450 family 2 subfamily A [EC:1.14.14.1]
K07412,cytochrome P450 family 2 subfamily B [EC:1.14.14.1]
K07413,cytochrome P450 family 2 subfamily C [EC:1.14.14.1]
K07414,cytochrome P450 family 2 subfamily D [EC:1.14.14.1]
K07415,cytochrome P450 family 2 subfamily E1 [EC:1.14.14.-]
K07416,cytochrome P450 family 2 subfamily F [EC:1.14.14.1]
K07418,cytochrome P450 family 2 subfamily J [EC:1.14.14.1 1.14.14.73 1.14.14.74 1.14.14.75]
K07419,vitamin D 25-hydroxylase [EC:1.14.14.24]
K07420,cytochrome P450 family 2 subfamily S1 [EC:1.14.14.1]
K07422,long-chain fatty acid omega-monooxygenase [EC:1.14.14.80]
K07423,cytochrome P450 family 2 subfamily W1 [EC:1.14.14.-]
K07424,cytochrome P450 family 3 subfamily A [EC:1.14.14.1]
K07425,long-chain fatty acid omega-monooxygenase [EC:1.14.14.80]
K07430,25/26-hydroxycholesterol 7alpha-hydroxylase [EC:1.14.14.29]
K07431,sterol 12-alpha-hydroxylase [EC:1.14.14.139]
K07433,steroid 11beta-monooxygenase / corticosterone 18-monooxygenase [EC:1.14.15.4 1.14.15.5]
K07434,aromatase [EC:1.14.14.14]
K07436,vitamin D3 24-hydroxylase [EC:1.14.15.16]
K07437,cytochrome P450 family 26 subfamily A [EC:1.14.14.-]
K07438,calcidiol 1-monooxygenase (25-hydroxyvitamin D3 1alpha-hydroxylase) [EC:1.14.15.18]
K07439,24-hydroxycholesterol 7alpha-hydroxylase [EC:1.14.14.26]
K07440,cholesterol 24-hydroxylase [EC:1.14.14.25]
K07468,DNA/RNA ligase [EC:6.5.1.-]
K07508,acetyl-CoA acyltransferase 2 [EC:2.3.1.16]
K07509,acetyl-CoA acyltransferase [EC:2.3.1.16]
K07511,enoyl-CoA hydratase [EC:4.2.1.17]
K07512,mitochondrial enoyl-[acyl-carrier protein] reductase / trans-2-enoyl-CoA reductase [EC:1.3.1.- 1.3.1.38]
K07513,acetyl-CoA acyltransferase 1 [EC:2.3.1.16]
K07514,"enoyl-CoA hydratase / 3-hydroxyacyl-CoA dehydrogenase / 3,2-trans-enoyl-CoA isomerase [EC:4.2.1.17 1.1.1.35 5.3.3.8]"
K07515,enoyl-CoA hydratase / long-chain 3-hydroxyacyl-CoA dehydrogenase [EC:4.2.1.17 1.1.1.211]
K07516,3-hydroxyacyl-CoA dehydrogenase [EC:1.1.1.35]
K07517,Delta3-Delta2-enoyl-CoA isomerase [EC:5.3.3.8]
K07518,hydroxybutyrate-dimer hydrolase [EC:3.1.1.22]
K07534,cyclohex-1-ene-1-carboxyl-CoA hydratase [EC:4.2.1.-]
K07535,2-hydroxycyclohexanecarboxyl-CoA dehydrogenase [EC:1.1.1.-]
K07536,2-ketocyclohexanecarboxyl-CoA hydrolase [EC:3.1.2.-]
K07537,"cyclohexa-1,5-dienecarbonyl-CoA hydratase [EC:4.2.1.100]"
K07538,6-hydroxycyclohex-1-ene-1-carbonyl-CoA dehydrogenase [EC:1.1.1.368]
K07539,6-oxocyclohex-1-ene-carbonyl-CoA hydrolase [EC:3.7.1.21]
K07540,benzylsuccinate synthase [EC:4.1.99.11]
K07543,benzylsuccinate CoA-transferase BbsE subunit [EC:2.8.3.15]
K07544,benzylsuccinate CoA-transferase BbsF subunit [EC:2.8.3.15]
K07545,(R)-benzylsuccinyl-CoA dehydrogenase [EC:1.3.8.3]
K07546,(E)-benzylidenesuccinyl-CoA hydratase [EC:4.2.1.180]
K07547,(2S)-[(R)-hydroxy(phenyl)methyl]-succinyl-CoA dehydrogenase BbsC subunit [EC:1.1.1.429]
K07548,(2S)-[(R)-hydroxy(phenyl)methyl]-succinyl-CoA dehydrogenase BbsD subunit [EC:1.1.1.429]
K07549,benzoylsuccinyl-CoA thiolase BbsA subunit [EC:2.3.1.310]
K07550,benzoylsuccinyl-CoA thiolase BbsB subunit [EC:2.3.1.310]
K07553,"beta-1,4-galactosyltransferase 6 [EC:2.4.1.274]"
K07558,tRNA nucleotidyltransferase (CCA-adding enzyme) [EC:2.7.7.72]
K07561,2-(3-amino-3-carboxypropyl)histidine synthase [EC:2.5.1.108]
K07566,L-threonylcarbamoyladenylate synthase [EC:2.7.7.87]
K07568,S-adenosylmethionine:tRNA ribosyltransferase-isomerase [EC:2.4.99.17]
K07587,O-phosphoseryl-tRNA synthetase [EC:6.1.1.27]
K07589,"D-erythro-7,8-dihydroneopterin triphosphate epimerase [EC:5.1.99.7]"
K07732,"riboflavin kinase, archaea type [EC:2.7.1.161]"
K07748,sterol-4alpha-carboxylate 3-dehydrogenase (decarboxylating) [EC:1.1.1.170]
K07749,formyl-CoA transferase [EC:2.8.3.16]
K07750,methylsterol monooxygenase [EC:1.14.18.9]
K07751,PepB aminopeptidase [EC:3.4.11.23]
K07756,inositol-hexakisphosphate 5-kinase [EC:2.7.4.21]
K07757,sugar-phosphatase [EC:3.1.3.23]
K07758,pyridoxal phosphatase [EC:3.1.3.74]
K07779,chondroitin 4-sulfotransferase 13 [EC:2.8.2.5]
K07806,UDP-4-amino-4-deoxy-L-arabinose-oxoglutarate aminotransferase [EC:2.6.1.87]
K07809,[heparan sulfate]-glucosamine 3-sulfotransferase 3 [EC:2.8.2.30]
K07811,trimethylamine-N-oxide reductase (cytochrome c) [EC:1.7.2.3]
K07812,trimethylamine-N-oxide reductase (cytochrome c) [EC:1.7.2.3]
K07816,GTP pyrophosphokinase [EC:2.7.6.5]
K07823,3-oxoadipyl-CoA thiolase [EC:2.3.1.174]
K07824,benzoate 4-monooxygenase [EC:1.14.14.92]
K07966,"beta-1,4-galactosyltransferase 1 [EC:2.4.1.22 2.4.1.90 2.4.1.38 2.4.1.-]"
K07967,"beta-1,4-galactosyltransferase 2 [EC:2.4.1.22 2.4.1.90 2.4.1.38 2.4.1.-]"
K07969,"beta-1,4-galactosyltransferase 4 [EC:2.4.1.90 2.4.1.275 2.4.1.-]"
K07970,"beta-1,3-N-acetylglucosaminyltransferase 3 [EC:2.4.1.146 2.4.1.149]"
K07971,"beta-1,3-N-acetylglucosaminyltransferase 4 [EC:2.4.1.149]"
K08021,arachidonate 12-lipoxygenase (R-type) [EC:1.13.11.-]
K08022,arachidonate 15-lipoxygenase (second type) / 8-lipoxygenase (S-type) [EC:1.13.11.33 1.13.11.-]
K08041,adenylate cyclase 1 [EC:4.6.1.1]
K08042,adenylate cyclase 2 [EC:4.6.1.1]
K08043,adenylate cyclase 3 [EC:4.6.1.1]
K08044,adenylate cyclase 4 [EC:4.6.1.1]
K08045,adenylate cyclase 5 [EC:4.6.1.1]
K08046,adenylate cyclase 6 [EC:4.6.1.1]
K08047,adenylate cyclase 7 [EC:4.6.1.1]
K08048,adenylate cyclase 8 [EC:4.6.1.1]
K08049,adenylate cyclase 9 [EC:4.6.1.1]
K08068,UDP-N-acetylglucosamine 2-epimerase (hydrolysing) [EC:3.2.1.183]
K08069,pantetheine hydrolase [EC:3.5.1.92]
K08074,ADP-dependent glucokinase [EC:2.7.1.147]
K08080,CMP-N-acetylneuraminate monooxygenase [EC:1.14.18.2]
K08081,tropinone reductase I [EC:1.1.1.206]
K08092,3-dehydro-L-gulonate 2-dehydrogenase [EC:1.1.1.130]
K08093,3-hexulose-6-phosphate synthase [EC:4.1.2.43]
K08094,6-phospho-3-hexuloisomerase [EC:5.3.1.27]
K08096,GTP cyclohydrolase IIa [EC:3.5.4.29]
K08097,phosphosulfolactate synthase [EC:4.4.1.19]
K08099,chlorophyllase [EC:3.1.1.14]
K08100,bilirubin oxidase [EC:1.3.3.5]
K08101,phytochromobilin:ferredoxin oxidoreductase [EC:1.3.7.4]
K08105,dermatan 4-sulfotransferase 1 [EC:2.8.2.35]
K08106,N-acetylgalactosamine 4-sulfate 6-O-sulfotransferase [EC:2.8.2.33]
K08232,monodehydroascorbate reductase (NADH) [EC:1.6.5.4]
K08233,polyneuridine-aldehyde esterase [EC:3.1.1.78]
K08241,jasmonate O-methyltransferase [EC:2.1.1.141]
K08242,24-methylenesterol C-methyltransferase [EC:2.1.1.143]
K08243,chalcone reductase
K08246,cycloeucalenol cycloisomerase [EC:5.5.1.9]
K08247,methionine S-methyltransferase [EC:2.1.1.12]
K08248,(R)-mandelonitrile lyase [EC:4.1.2.10]
K08249,hydroxymandelonitrile lyase [EC:4.1.2.11]
K08256,phosphatidyl-myo-inositol alpha-mannosyltransferase [EC:2.4.1.345]
K08260,adenosylcobinamide hydrolase [EC:3.5.1.90]
K08261,D-sorbitol dehydrogenase (acceptor) [EC:1.1.99.21]
K08262,acyl-lipid delta12-acetylenase [EC:1.14.19.39]
K08264,heterodisulfide reductase subunit D [EC:1.8.98.1]
K08265,heterodisulfide reductase subunit E [EC:1.8.98.1]
K08281,nicotinamidase/pyrazinamidase [EC:3.5.1.19 3.5.1.-]
K08289,phosphoribosylglycinamide formyltransferase 2 [EC:6.3.1.21]
K08295,2-aminobenzoate-CoA ligase [EC:6.2.1.32]
K08298,L-carnitine CoA-transferase [EC:2.8.3.21]
K08299,crotonobetainyl-CoA hydratase [EC:4.2.1.149]
K08302,"tagatose 1,6-diphosphate aldolase GatY/KbaY [EC:4.1.2.40]"
K08310,dihydroneopterin triphosphate diphosphatase [EC:3.6.1.67]
K08311,putative (di)nucleoside polyphosphate hydrolase [EC:3.6.1.-]
K08312,ADP compounds hydrolase [EC:3.6.1.-]
K08316,16S rRNA (guanine966-N2)-methyltransferase [EC:2.1.1.171]
K08318,4-hydroxybutyrate dehydrogenase / sulfolactaldehyde 3-reductase [EC:1.1.1.61 1.1.1.373]
K08320,(d)CTP diphosphatase [EC:3.6.1.65]
K08322,L-gulonate 5-dehydrogenase [EC:1.1.1.380]
K08323,mannonate dehydratase [EC:4.2.1.8]
K08324,succinate-semialdehyde dehydrogenase [EC:1.2.1.16 1.2.1.24]
K08325,NADP-dependent alcohol dehydrogenase [EC:1.1.-.-]
K08351,biotin/methionine sulfoxide reductase [EC:1.-.-.-]
K08352,thiosulfate reductase / polysulfide reductase chain A [EC:1.8.5.5]
K08353,thiosulfate reductase electron transport protein
K08354,thiosulfate reductase cytochrome b subunit
K08357,tetrathionate reductase subunit A
K08358,tetrathionate reductase subunit B
K08359,tetrathionate reductase subunit C
K08590,2-oxoglutaramate amidase [EC:3.5.1.111]
K08591,acyl phosphate:glycerol-3-phosphate acyltransferase [EC:2.3.1.275]
K08658,intramembrane prenyl-peptidase [EC:3.4.26.1]
K08660,cytosolic nonspecific dipeptidase [EC:3.4.13.18]
K08678,UDP-glucuronate decarboxylase [EC:4.1.1.35]
K08679,UDP-glucuronate 4-epimerase [EC:5.1.3.6]
K08680,"2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase [EC:4.2.99.20]"
K08681,pyridoxal 5'-phosphate synthase pdxT subunit [EC:4.3.3.6]
K08682,acyl carrier protein phosphodiesterase [EC:3.1.4.14]
K08683,3-hydroxyacyl-CoA dehydrogenase / 3-hydroxy-2-methylbutyryl-CoA dehydrogenase [EC:1.1.1.35 1.1.1.178]
K08685,quinohemoprotein amine dehydrogenase [EC:1.4.9.1]
K08686,"2-halobenzoate 1,2-dioxygenase large subunit [EC:1.14.12.13]"
K08687,N-carbamoylsarcosine amidase [EC:3.5.1.59]
K08688,creatinase [EC:3.5.3.3]
K08689,"biphenyl 2,3-dioxygenase subunit alpha [EC:1.14.12.18]"
K08690,"cis-2,3-dihydrobiphenyl-2,3-diol dehydrogenase [EC:1.3.1.56]"
K08691,malyl-CoA/(S)-citramalyl-CoA lyase [EC:4.1.3.24 4.1.3.25]
K08692,malate-CoA ligase subunit alpha [EC:6.2.1.9]
K08693,"2',3'-cyclic-nucleotide 2'-phosphodiesterase / 3'-nucleotidase / 5'-nucleotidase [EC:3.1.4.16 3.1.3.6 3.1.3.5]"
K08695,anthocyanidin reductase [EC:1.3.1.77]
K08710,N-isopropylammelide isopropylaminohydrolase [EC:3.5.4.42]
K08718,"rod cGMP-specific 3',5'-cyclic phosphodiesterase subunit alpha [EC:3.1.4.35]"
K08722,5'-deoxynucleotidase [EC:3.1.3.89]
K08723,pyrimidine 5'-nucleotidase [EC:3.1.3.-]
K08726,soluble epoxide hydrolase / lipid-phosphate phosphatase [EC:3.3.2.10 3.1.3.76]
K08729,phosphatidylserine synthase 1 [EC:2.7.8.-]
K08730,phosphatidylserine synthase 2 [EC:2.7.8.29]
K08743,ectonucleotide pyrophosphatase/phosphodiesterase family member 6 [EC:3.1.4.-]
K08744,cardiolipin synthase (CMP-forming) [EC:2.7.8.41]
K08748,"solute carrier family 27 (fatty acid transporter), member 5 [EC:6.2.1.7]"
K08764,sterol carrier protein 2 [EC:2.3.1.176]
K08765,"carnitine O-palmitoyltransferase 1, liver isoform [EC:2.3.1.21]"
K08766,carnitine O-palmitoyltransferase 2 [EC:2.3.1.21]
K08963,methylthioribose-1-phosphate isomerase [EC:5.3.1.23]
K08964,methylthioribulose-1-phosphate dehydratase [EC:4.2.1.109]
K08965,"2,3-diketo-5-methylthiopentyl-1-phosphate enolase [EC:5.3.2.5]"
K08966,2-hydroxy-3-keto-5-methylthiopentenyl-1-phosphate phosphatase [EC:3.1.3.87]
K08967,"1,2-dihydroxy-3-keto-5-methylthiopentene dioxygenase [EC:1.13.11.53 1.13.11.54]"
K08968,L-methionine (R)-S-oxide reductase [EC:1.8.4.14]
K08969,L-glutamine---4-(methylsulfanyl)-2-oxobutanoate aminotransferase [EC:2.6.1.117]
K08973,protoporphyrinogen IX oxidase [EC:1.3.99.-]
K08977,bisanhydrobacterioruberin hydratase [EC:4.2.1.161]
K09001,anhydro-N-acetylmuramic acid kinase [EC:2.7.1.170]
K09007,GTP cyclohydrolase IB [EC:3.5.4.16]
K09011,(R)-citramalate synthase [EC:2.3.3.21]
K09018,pyrimidine oxygenase [EC:1.14.99.46]
K09019,3-hydroxypropanoate dehydrogenase [EC:1.1.1.-]
K09020,ureidoacrylate peracid hydrolase [EC:3.5.1.110]
K09021,aminoacrylate peracid reductase
K09022,2-iminobutanoate/2-iminopropanoate deaminase [EC:3.5.99.10]
K09023,aminoacrylate hydrolase [EC:3.5.1.-]
K09024,flavin reductase [EC:1.5.1.-]
K09065,N-acetylornithine carbamoyltransferase [EC:2.1.3.9]
K09121,"pyridinium-3,5-bisthiocarboxylic acid mononucleotide nickel chelatase [EC:4.99.1.12]"
K09123,cis-L-3-hydroxyproline dehydratase [EC:4.2.1.171]
K09128,phosphomecalonate degydratase small subunit [EC:4.2.1.182]
K09186,[histone H3]-lysine4 N-trimethyltransferase MLL1 [EC:2.1.1.354]
K09187,[histone H3]-lysine4 N-trimethyltransferase MLL2 [EC:2.1.1.354]
K09188,[histone H3]-lysine4 N-trimethyltransferase MLL3 [EC:2.1.1.354]
K09189,[histone H3]-lysine4 N-trimethyltransferase MLL5 [EC:2.1.1.354]
K09251,putrescine aminotransferase [EC:2.6.1.82]
K09457,7-cyano-7-deazaguanine reductase [EC:1.7.1.13]
K09458,3-oxoacyl-[acyl-carrier-protein] synthase II [EC:2.3.1.179]
K09459,phosphonopyruvate decarboxylase [EC:4.1.1.82]
K09460,anthranilate-CoA ligase [EC:6.2.1.32]
K09461,anthraniloyl-CoA monooxygenase [EC:1.14.13.40]
K09470,gamma-glutamylputrescine synthase [EC:6.3.1.11]
K09471,gamma-glutamylputrescine oxidase [EC:1.4.3.-]
K09472,4-(gamma-glutamylamino)butanal dehydrogenase [EC:1.2.1.99]
K09473,gamma-glutamyl-gamma-aminobutyrate hydrolase [EC:3.5.1.94]
K09474,acid phosphatase (class A) [EC:3.1.3.2]
K09478,short-chain 2-methylacyl-CoA dehydrogenase [EC:1.3.8.5]
K09479,very long chain acyl-CoA dehydrogenase [EC:1.3.8.9]
K09480,digalactosyldiacylglycerol synthase [EC:2.4.1.241]
K09482,glutamyl-tRNA(Gln) amidotransferase subunit D [EC:6.3.5.7]
K09483,3-dehydroshikimate dehydratase [EC:4.2.1.118]
K09484,quinate dehydrogenase [EC:1.1.1.24]
K09516,"all-trans-retinol 13,14-reductase [EC:1.3.99.23]"
K09587,steroid 22S-hydroxylase [EC:1.14.14.178]
K09588,"3beta,22alpha-dihydroxysteroid 3-dehydrogenase [EC:1.14.19.79]"
K09589,steroid 3-oxidase [EC:1.14.-.-]
K09590,brassinosteroid 6-oxygenase [EC:1.14.14.179]
K09591,steroid 5-alpha-reductase [EC:1.3.1.22]
K09654,"beta-1,3-N-acetylgalactosaminyltransferase 2 [EC:2.4.1.313]"
K09658,dolichol phosphate-mannose biosynthesis regulatory protein
K09659,dolichol-phosphate mannosyltransferase subunit 3
K09667,protein O-GlcNAc transferase [EC:2.4.1.255]
K09680,type II pantothenate kinase [EC:2.7.1.33]
K09698,nondiscriminating glutamyl-tRNA synthetase [EC:6.1.1.24]
K09699,2-oxoisovalerate dehydrogenase E2 component (dihydrolipoyl transacylase) [EC:2.3.1.168]
K09709,3-methylfumaryl-CoA hydratase [EC:4.2.1.153]
K09711,lipoyl synthase
K09722,4-phosphopantoate---beta-alanine ligase [EC:6.3.2.36]
K09733,(5-formylfuran-3-yl)methyl phosphate synthase [EC:4.2.3.153]
K09735,GTP-dependent dephospho-CoA kinase [EC:2.7.1.237]
K09739,dihydroneopterin aldolase [EC:4.1.2.25]
K09753,cinnamoyl-CoA reductase [EC:1.2.1.44]
K09754,5-O-(4-coumaroyl)-D-quinate 3'-monooxygenase [EC:1.14.14.96]
K09755,ferulate-5-hydroxylase [EC:1.14.-.-]
K09756,serine carboxypeptidase-like 19 [EC:3.4.16.- 2.3.1.91]
K09757,serine carboxypeptidase-like 8 [EC:3.4.16.- 2.3.1.92]
K09758,aspartate 4-decarboxylase [EC:4.1.1.12]
K09759,nondiscriminating aspartyl-tRNA synthetase [EC:6.1.1.23]
K09765,epoxyqueuosine reductase [EC:1.17.99.6]
K09769,"2',3'-cyclic-nucleotide 2'-phosphodiesterase [EC:3.1.4.16]"
K09778,Kdo2-lipid IVA 3' secondary acyltransferase [EC:2.3.1.-]
K09788,2-methylaconitate isomerase [EC:5.3.3.-]
K09789,pimeloyl-[acyl-carrier protein] methyl ester esterase [EC:3.1.1.85]
K09809,CDP-glycerol glycerophosphotransferase [EC:2.7.8.12]
K09827,3-keto steroid reductase [EC:1.1.1.270]
K09828,Delta24-sterol reductase [EC:1.3.1.72 1.3.1.-]
K09829,C-8 sterol isomerase [EC:5.-.-.-]
K09831,sterol 22-desaturase [EC:1.14.19.41]
K09832,sterol 22-desaturase [EC:1.14.19.41]
K09833,homogentisate phytyltransferase / homogentisate geranylgeranyltransferase [EC:2.5.1.115 2.5.1.116]
K09834,tocopherol cyclase [EC:5.5.1.24]
K09835,prolycopene isomerase [EC:5.2.1.13]
K09836,beta-carotene/zeaxanthin 4-ketolase [EC:1.14.99.63 1.14.99.64]
K09837,carotenoid epsilon hydroxylase [EC:1.14.14.158]
K09838,zeaxanthin epoxidase [EC:1.14.15.21]
K09839,violaxanthin de-epoxidase [EC:1.23.5.1]
K09840,9-cis-epoxycarotenoid dioxygenase [EC:1.13.11.51]
K09841,xanthoxin dehydrogenase [EC:1.1.1.288]
K09842,abscisic-aldehyde oxidase [EC:1.2.3.14]
K09843,(+)-abscisic acid 8'-hydroxylase [EC:1.14.14.137]
K09844,"carotenoid 1,2-hydratase [EC:4.2.1.131]"
K09845,"1-hydroxycarotenoid 3,4-desaturase [EC:1.3.99.27]"
K09846,demethylspheroidene O-methyltransferase [EC:2.1.1.210]
K09847,spheroidene monooxygenase [EC:1.14.15.9]
K09879,carotenoid phi-ring synthase / carotenoid chi-ring synthase [EC:1.3.99.39 1.3.99.40]
K09880,enolase-phosphatase E1 [EC:3.1.3.77]
K09881,acylglycerol kinase [EC:2.7.1.94]
K09882,cobaltochelatase CobS [EC:6.6.1.2]
K09883,cobaltochelatase CobT [EC:6.6.1.2]
K09887,dCTP deaminase (dUMP-forming) [EC:3.5.4.30]
K09903,uridylate kinase [EC:2.7.4.22]
K09905,"beta-1,4-galactosyltransferase 5 [EC:2.4.1.274 2.4.1.-]"
K09913,purine/pyrimidine-nucleoside phosphorylase [EC:2.4.2.1 2.4.2.2]
K09949,"UDP-2,3-diacylglucosamine hydrolase [EC:3.6.1.54]"
K09953,lipid A 3-O-deacylase [EC:3.1.1.-]
K09988,D-lyxose ketol-isomerase [EC:5.3.1.15]
K09994,(aminoalkyl)phosphonate N-acetyltransferase [EC:2.3.1.280]
K10011,UDP-4-amino-4-deoxy-L-arabinose formyltransferase / UDP-glucuronic acid dehydrogenase (UDP-4-keto-hexauronic acid decarboxylating) [EC:2.1.2.13 1.1.1.305]
K10012,undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase [EC:2.4.2.53]
K10026,7-carboxy-7-deazaguanine synthase [EC:4.3.99.3]
K10027,phytoene desaturase [EC:1.3.99.26 1.3.99.28 1.3.99.29 1.3.99.31]
K10046,"GDP-D-mannose 3', 5'-epimerase [EC:5.1.3.18 5.1.3.-]"
K10047,inositol-phosphate phosphatase / L-galactose 1-phosphate phosphatase [EC:3.1.3.25 3.1.3.93]
K10105,lipoyltransferase 1
K10106,vitamin K-dependent gamma-carboxylase [EC:4.1.1.90]
K10150,cysteine synthase / O-phosphoserine sulfhydrylase / cystathionine beta-synthase [EC:2.5.1.47 2.5.1.65 4.2.1.22]
K10156,epi-isozizaene synthase [EC:4.2.3.37]
K10187,germacradienol/geosmin synthase [EC:4.2.3.22 4.2.3.75 4.1.99.16]
K10203,elongation of very long chain fatty acids protein 6 [EC:2.3.1.199]
K10205,elongation of very long chain fatty acids protein 2 [EC:2.3.1.199]
K10206,LL-diaminopimelate aminotransferase [EC:2.6.1.83]
K10207,testosterone 17beta-dehydrogenase (NADP+) [EC:1.1.1.64]
K10208,"4,4'-diapophytoene synthase [EC:2.5.1.96]"
K10209,"4,4'-diapophytoene desaturase [EC:1.3.8.2]"
K10210,diapolycopene oxygenase [EC:1.14.99.44]
K10211,"4,4'-diaponeurosporenoate glycosyltransferase [EC:2.4.1.-]"
K10212,"glycosyl-4,4'-diaponeurosporenoate acyltransferase [EC:2.3.1.-]"
K10213,ribosylpyrimidine nucleosidase [EC:3.2.2.8]
K10214,"3alpha,7alpha,12alpha-trihydroxy-5beta-cholestanoyl-CoA 24-hydroxylase [EC:1.17.99.3]"
K10215,monooxygenase [EC:1.14.13.-]
K10216,2-hydroxymuconate-semialdehyde hydrolase [EC:3.7.1.9]
K10217,aminomuconate-semialdehyde/2-hydroxymuconate-6-semialdehyde dehydrogenase [EC:1.2.1.32 1.2.1.85]
K10218,4-hydroxy-4-methyl-2-oxoglutarate aldolase [EC:4.1.3.17]
K10219,2-hydroxy-4-carboxymuconate semialdehyde hemiacetal dehydrogenase [EC:1.1.1.312]
K10220,4-oxalmesaconate hydratase [EC:4.2.1.83]
