id,reaction,ec,module,orthology,pathway,rclass,rhea,comment,name,overall,remark
R04424,1 C02225 <=> 1 C00001 + 1 C04225,4.2.1.79,M00982,K01720,rn00640 rn01100 rn01200,RC01152__C02225_C04225, 17728,,"(2S,3S)-2-hydroxybutane-1,2,3-tricarboxylate hydro-lyase [(Z)-but-2-ene-1,2,3-tricarboxylate-forming]",,
R04425,1 C04593 <=> 1 C00001 + 1 C04225,4.2.1.99,M00982,K01682 K27802,rn00640 rn01100 rn01200,RC01153__C04225_C04593, 17944,"reversible reaction;Ref. 1: Biosci. Biotech. Biochem., 59 (11), 2013-2017, 1995","(2S,3R)-3-hydroxybutane-1,2,3-tricarboxylate hydro-lyase",,
R04426,1 C00003 + 1 C04411 <=> 1 C00004 + 1 C00080 + 1 C04236,1.1.1.85,M00432,K00052 K21360,rn00290 rn01100 rn01110 rn01210,RC00001__C00003_C00004 RC00084__C04236_C04411, 10895,subsequently R01652,"(2R,3S)-3-isopropylmalate:NAD+ oxidoreductase",,
R04427,1 C00019 + 1 C05437 <=> 1 C00021 + 1 C04525,2.1.1.41,M00102,K00559,rn00100 rn01100 rn01110,RC00003__C00019_C00021 RC01154__C04525_C05437, 21131,,S-adenosyl-L-methionine:zymosterol C-methyltransferase,,
R04428,1 C04618 <=> 1 C00001 + 1 C04246,2.3.1.- 2.3.1.85 2.3.1.86 4.2.1.- 4.2.1.59,M00083,K00665 K00668 K01716 K02372 K11533 K16363 K22540 K22541,rn00061 rn01100 rn01212,RC00831__C04246_C04618,,,(3R)-3-hydroxybutanoyl-[acyl-carrier-protein] hydro-lyase,,
R04429,1 C00003 + 1 C05745 <=> 1 C00004 + 1 C00080 + 1 C04246,1.3.1.9 2.3.1.-,M00083,K00208 K00209 K02371 K11533,rn00061 rn01100 rn01212,RC00001__C00003_C00004 RC00076__C04246_C05745,,,butyryl-[acp]:NAD+ trans-2-oxidoreductase,,
R04430,1 C00006 + 1 C05745 <=> 1 C00005 + 1 C00080 + 1 C04246,1.3.1.- 1.3.1.10 1.3.1.104 1.3.1.39 2.3.1.85 2.3.1.86,M00083,K00208 K00665 K00668 K07512 K10780,rn00061 rn01100 rn01212,RC00001__C00005_C00006 RC00076__C04246_C05745,,,butyryl-[acp]:NADP+ trans-2-oxidoreductase,,
R04431,1 C00052 + 1 C04247 <=> 1 C00015 + 1 C04775,2.4.1.179,,,,RC00005__C00015_C00052 RC00049__C04247_C04775, 18416,,UDP-alpha-D-galactose:D-galactosyl-(1->4)-beta-D-glucosyl-R 3-beta-galactosyltransferase,,
R04432,1 C00100 + 1 C04253 <=> 1 C00894 + 1 C04570,1.3.8.1,M00013,K00248,rn00410 rn00640 rn01100 rn01200,RC00095__C00100_C00894, 31290,,"propanoyl-CoA:electron-transfer flavoprotein 2,3-oxidoreductase",,
R04433,1 C00399 + 1 C04570 <=> 1 C00390 + 1 C04253,1.5.5.1,,,,RC00061__C00390_C00399, 24055,,electron-transferring-flavoprotein:ubiquinone oxidoreductase,,
R04435,1 C00009 + 1 C06241 <=> 1 C00001 + 1 C00074 + 1 C04257,2.5.1.56 2.5.1.57,,K01654 K05304,rn00520 rn01100 rn01250,RC00159__C04257_C06241,,multi-step reaction,"phosphoenolpyruvate:N-acetyl-D-mannosamine-6-phosphate C-(1-carboxyvinyl)transferase (phosphate-hydrolysing, 2-carboxy-2-oxoethyl-forming); N-acetylneuraminate 9-phosphate pyruvate-lyase (pyruvate-phosphorylating)",,
R04436,1 C00019 + 1 C04259 <=> 1 C00021 + 1 C05575,2.1.1.44,,,,RC00003__C00019_C00021 RC01155__C04259_C05575, 11107,"last step of three-step reaction (see R01169, R10523+R10524+R04436)","S-adenosyl-L-methionine:Nalpha,Nalpha-dimethyl-L-histidine Nalpha-methyltransferase",,
R04437,1 C00007 + 1 C00030 + 1 C07282 <=> 1 C00001 + 1 C00028 + 1 C04679,1.14.99.29,,,,RC00709__C04679_C07282, 14104,,"protein N6-(4-aminobutyl)-L-lysine,hydrogen-donor:oxygen oxidoreductase (2-hydroxylating)",,
R04438,1 C00026 + 1 C04346 <=> 1 C00025 + 1 C11907,2.6.1.59,,K02805,rn00541 rn01100 rn01250,RC00006__C00025_C00026 RC00781__C04346_C11907, 10371,,"dTDP-4-amino-4,6-dideoxy-D-galactose:2-oxoglutarate aminotransferase",,
R04439,1 C00006 + 1 C04272 <=> 1 C00005 + 1 C00080 + 1 C06010,1.1.1.383 1.1.1.86,M00019,K00053,rn00770 rn01100,RC00001__C00005_C00006 RC00836__C04272_C06010, 22071,NAD+ (see R10916),"(R)-2,3-dihydroxy-3-methylbutanoate:NADP+ oxidoreductase (isomerizing)",,
R04440,1 C00006 + 1 C04272 <=> 1 C00005 + 1 C00080 + 1 C04181,1.1.1.86,M00019,K00053,rn00290 rn01100 rn01110 rn01210 rn01230,RC00001__C00005_C00006 RC00726__C04181_C04272, 31142,,"(R)-2,3-dihydroxy-3-methylbutanoate:NADP+ oxidoreductase (isomerizing)",,
R04441,1 C04272 <=> 1 C00001 + 1 C00141,4.2.1.9,M00019,K01687,rn00290 rn00770 rn01100 rn01110 rn01210 rn01230,RC00468__C00141_C04272, 24812,,"(R)-2,3-dihydroxy-3-methylbutanoate hydro-lyase",,
R04443,1 C00001 + 1 C04281 <=> 1 C05938,,,,rn00330 rn01100,RC01156__C04281_C05938,,,,,
R04444,2 C00001 + 1 C00003 + 1 C04281 <=> 1 C00004 + 1 C00080 + 1 C05947,1.2.1.88,,K00294 K13821,rn00330 rn01100,RC00001__C00003_C00004 RC00255__C04281_C05947, 31158,possibly two-step reaction (R04443+R05051);NADPH (see R04445),L-1-pyrroline-3-hydroxy-5-carboxylate:NAD+ oxidoreductase,,
R04445,2 C00001 + 1 C00006 + 1 C04281 <=> 1 C00005 + 1 C00080 + 1 C05947,1.2.1.88,,K00294 K13821,rn00330 rn01100,RC00001__C00005_C00006 RC00255__C04281_C05947, 24946,possibly two-step reaction;NADH (see R04444),L-1-pyrroline-3-hydroxy-5-carboxylate:NADP+ oxidoreductase,,
R04446,1 C00001 + 1 C04282 <=> 1 C05941,,,,rn00470,RC00890__C04282_C05941,,non enzymatic,,,
R04447,1 C04282 <=> 1 C00001 + 1 C05942,,,,rn00470,RC01157__C04282_C05942,,,,,
R04448,1 C00002 + 1 C04294 <=> 1 C00008 + 1 C04327,2.7.1.50,M00899,K00878 K14154,rn00730 rn01100 rn01240,RC00002__C00002_C00008 RC00017__C04294_C04327, 24215,,ATP:4-methyl-5-(2-hydroxyethyl)thiazole 2-phosphotransferase,,
R04449,1 C00002 + 1 C00033 + 1 C04298 <=> 1 C00013 + 1 C00020 + 1 C04334,6.2.1.22,,K01910,,RC00012__C00033_C04334 RC00039__C04298_C04334, 23791,,acetate:holo-[citrate-(pro-3S)-lyase] ligase (AMP-forming),,
R04450,1 C00001 + 1 C04334 <=> 1 C00033 + 1 C04298,3.1.2.16,,,,RC00012__C00033_C04334 RC00039__C04298_C04334, 13660,,[citrate-(pro-3S)-lyase](acetyl-form) hydrolase,,
R04451,1 C00043 + 1 C04300 <=> 1 C00015 + 1 C04806,2.4.1.39,,,,RC00005__C00015_C00043 RC00049__C04300_C04806, 14156,,UDP-N-acetyl-D-glucosamine:estradiol-17alpha-3-D-glucuronoside 17alpha-N-acetylglucosaminyltransferase,,
R04452,1 C00001 + 1 C04598 <=> 1 C00033 + 1 C04317,3.1.1.47,,K01062 K16794 K16795,rn00565 rn01100,RC00037__C04317_C04598 RC00094__C00033_C04598, 17780,,1-alkyl-2-acetyl-sn-glycero-3-phosphocholine acetohydrolase,,
R04453,1 C00001 + 1 C00006 + 1 C04484 <=> 1 C00005 + 1 C00080 + 1 C04324,,,,,RC00001__C00005_C00006 RC00218__C04324_C04484,,,"4-carboxy-2-hydroxy-cis,cis-muconate-6-semialdehyde:NADP+ 6-oxidoreductase",,
R04455,1 C00282 + 1 C04330 <=> 1 C00080 + 1 C04377,1.12.98.2,M00567,K13942,rn00680 rn01100 rn01200,RC00202__C04330_C04377, 20020,,"hydrogen:N5,N10-methenyltetraydromethanopterin oxidoreductase",,
R04456,1 C00080 + 1 C00876 + 1 C04377 <=> 1 C01080 + 1 C04330,1.5.98.1,M00567,K00319,rn00680 rn01100 rn01120 rn01200,RC00202__C04330_C04377 RC02628__C00876_C01080, 16724,,"5,10-methylenetetrahydromethanopterin:coenzyme-F420 oxidoreductase",,
R04457,1 C04732 + 1 C15556 <=> 2 C00001 + 1 C00009 + 1 C04332,2.5.1.78,M00125 M00911,K00794,rn00740 rn01100 rn01110 rn01240,RC00960__C04332_C04732, 26155,,5-amino-6-(D-ribitylamino)uracil butanedionetransferase,,
R04458,1 C04332 <=> 1 C05995,,,,rn00740,RC01935__C04332_C05995,,unclear reaction,,,
R04459,1 C04848 <=> 1 C04342 + 1 C16667,4.6.1.14,,,,RC00017__C04848_C16667 RC00915__C04342_C04848,,,"variant-surface-glycoprotein-1,2-didecanoyl-sn-phosphatidyl-inositol inositolphosphohydrolase",,
R04460,1 C00007 + 1 C03004 + 1 C03024 <=> 1 C00001 + 1 C03161 + 1 C15503,1.14.14.36,M00369,K13027,rn00460 rn01100 rn01110,RC00001__C00005_C00006 RC01918__C03004_C15503, 24063,"first step of two-step reaction (R04460+R07190 or R06585), subsequently R07190;and second step of three-step reaction (see R10671, R00730+R04460+R07190)","N-hydroxy-L-tyrosine,[reduced NADPH-hemoprotein reductase]:oxygen oxidoreductase (N-hydroxylating)",,
R04461,1 C00027 + 1 C04597 <=> 1 C00001 + 1 C02201 + 1 C16644,1.11.1.14,,,,RC00596__C02201_C04597 RC02122__C04597_C16644,,,"1,2-bis(3,4-dimethoxyphenyl)propane-1,3-diol:hydrogen-peroxide oxidoreductase",,
R04463,1 C00001 + 1 C00002 + 1 C00064 + 1 C04376 <=> 1 C00008 + 1 C00009 + 1 C00025 + 1 C04640,6.3.5.3,M00048,K01952 K23264 K23265 K23269 K23270,rn00230 rn01100 rn01110,RC00002__C00002_C00008 RC00010__C00025_C00064 RC01160__C04376_C04640, 17132,,5'-phosphoribosylformylglycinamide:L-glutamine amido-ligase (ADP-forming),,
R04464,1 C01080 + 1 C04377 <=> 1 C00876 + 1 C04488,1.5.98.2,M00567,K00320,rn00680 rn01100 rn01120 rn01200,RC01607__C04377_C04488 RC02628__C00876_C01080, 21147,,"5,10-methylenetetrahydromethanopterin:coenzyme-F420 oxidoreductase",,
R04466,1 C00024 + 1 C04384 <=> 1 C00010 + 1 C04649,2.3.1.78,,,,RC00004__C00010_C00024 RC00166__C04384_C04649, 15128,,acetyl-CoA:heparan-alpha-D-glucosaminide N-acetyltransferase,,
R04467,1 C00026 + 1 C04390 <=> 1 C00025 + 1 C05539,2.6.1.-,M00525,K00841,rn00300 rn01100 rn01110 rn01230,RC00006__C00025_C00026, 25318,,,,
R04469,1 C00052 + 1 C03692 <=> 1 C00015 + 1 C06037,2.4.1.241,,K09480,rn00561 rn01100,RC00005__C00015_C00052 RC00059__C03692_C06037, 10523,,"UDP-alpha-D-galactose:1,2-diacyl-3-beta-D-galactosyl-sn-glycerol 6-alpha-D-galactosyltransferase",,
R04470,1 C00001 + 1 C06037 <=> 1 C00124 + 1 C03692,3.2.1.22,,K01189 K07406 K07407,rn00561,RC00059__C03692_C06037 RC00451__C00124_C06037,,,digalactosyl-diacylglycerol galactohydrolase,,
R04471,2 C00162 + 1 C05401 <=> 2 C00001 + 1 C03692,3.1.1.26,,,rn00561,RC00020__C00162_C03692 RC00094__C00162_C03692 RC00495__C03692_C05401,,two-step reaction,"1,2-diacyl-3-beta-D-galactosyl-sn-glycerol acylhydrolase",,
R04472,2 C03692 <=> 1 C00641 + 1 C20991,2.4.1.184,,K21362,rn00561 rn01100,RC00059__C00641_C03692, 15924,,"3-beta-D-galactosyl-1,2-diacylglycerol:mono-beta-D-galactosyldiacyl glycerol beta-D-galactosyltransferase",,
R04473,1 C00173 + 1 C04315 <=> 1 C00229 + 1 C03692,2.3.1.141,,,rn00561,RC00039__C00173_C00229 RC00041__C03692_C04315, 17060,,acyl-[acyl-carrier protein]:D-galactosylacylglycerol O-acyltransferase,,
R04474,2 C03692 <=> 1 C04315 + 1 C06038,2.3.1.134,,,rn00561,RC00041__C03692_C04315,,,"3-beta-D-galactosyl-1,2-diacylglycerol:mono-beta-D-galactosylglycerol acyltransferase",,
R04475,1 C00026 + 1 C04421 <=> 1 C00025 + 1 C04462,2.6.1.17,M00016,K00821 K14267,rn00300 rn01100 rn01120 rn01230,RC00006__C00025_C00026, 11963,,"N-succinyl-L-2,6-diaminoheptanedioate:2-oxoglutarate amino-transferase",,
R04476,1 C00053 + 1 C04426 <=> 1 C00054 + 1 C04589,2.8.2.7,,,,RC00007__C00053_C00054 RC00134__C04426_C04589, 14340,,3'-phosphoadenylylsulfate:UDP-N-acetyl-D-galactosamine-4-sulfate 6-sulfotransferase,,
R04477,1 C01289 + 1 C06240 <=> 1 C00015 + 1 C20497,2.4.1.180,,,,RC00005__C00015_C06240 RC00049__C01289_C20497, 28369,,UDP-N-acetyl-alpha-D-mannosaminouronate:lipid I N-acetyl-alpha-D-mannosaminouronosyltransferase,,
R04478,1 C04115 <=> 1 C00001 + 1 C04434,4.2.1.83,,K10220 K16515,rn00362 rn01100 rn01120,RC00498__C04115_C04434,,,"2-hydroxy-4-oxobutane-1,2,4-tricarboxylate 2,3-hydro-lyase",,
R04479,1 C00001 + 1 C04437 <=> 1 C00009 + 1 C05131,,,,rn00340,RC00017__C04437_C05131,,,,,
R04480,1 C00010 + 1 C00350 <=> 1 C00040 + 1 C04438,2.3.1.23,,K13512 K13515 K13517 K13519,rn00564,RC00004__C00010_C00040 RC00037__C00350_C04438,,,acyl-CoA:1-acyl-sn-glycero-3-phosphoethanolamine O-acyltransferase,,
R04481,1 C00019 + 1 C04441 <=> 1 C00021 + 1 C04692,2.1.1.98,,K20215,,RC00003__C00019_C00021 RC00190__C04441_C04692, 36422,subsequently R08468,S-adenosyl-L-methionine:2-(3-carboxy-3-aminopropyl)-L-histidine methyltransferase,,
R04482,1 C05364 <=> 1 C04324,5.3.3.10,,K01826,,RC01162__C04324_C05364,,,"4-carboxy-2-oxo-3-hexenedioate delta2,delta4-2-oxo,delta3-isomerase",,
R04483,1 C00003 + 1 C04840 <=> 1 C00004 + 1 C00011 + 1 C00080 + 1 C04453,1.1.1.170,,,,RC00001__C00003_C00004 RC01163__C04453_C04840, 20672__34778,NADP+ (see R07149),3beta-hydroxy-4beta-methyl-5alpha-cholest-7-ene-4alpha-carboxylate:NAD+ 3-oxidoreductase (decarboxylating),,
R04484,1 C00024 + 1 C04466 <=> 1 C00010 + 1 C04505,2.3.1.136,,,,RC00004__C00010_C00024 RC00037__C04466_C04505, 11607,,acetyl-CoA:polysialic-acid O-acetyltransferase,,
R04486,1 C00001 + 1 C05464 <=> 1 C00037 + 1 C04483,3.5.1.24,,K01442,,RC00090__C04483_C05464 RC00096__C00037_C05464,,,glycodeoxycholate amidohydrolase,,
R04487,1 C00001 + 1 C05463 <=> 1 C00245 + 1 C04483,3.5.1.24,,K01442,,RC00090__C04483_C05463 RC00096__C00245_C05463,,,taurodeoxycholate amidohydrolase,,
R04488,1 C00001 + 1 C04484 <=> 1 C00058 + 1 C06035,3.7.1.-,,,rn00362 rn01120,RC00754__C00058_C04484 RC01164__C04484_C06035,,,,,
R04489,1 C05375 <=> 1 C04484,,,,rn00362 rn00627 rn01100 rn01120,RC02887__C04484_C05375,,tautomeric equilibrium,,,
R04490,1 C00001 + 1 C04485 <=> 1 C00033 + 1 C04486,3.1.1.54,,,,RC00020__C00033_C04485 RC00041__C04485_C04486, 11551,,"5-(4-acetoxybut-1-ynyl)-2,2'-bithiophene O-acetylhydrolase",,
R04491,1 C00029 + 1 C04487 <=> 1 C00015 + 1 C04759,2.4.1.66,,K13646,rn00514,RC00005__C00015_C00029 RC00049__C04487_C04759, 12579,,UDPglucose:5-(D-galactosyloxy)-L-lysine-procollagen D-glucosyltransferase,,
R04493,1 C00043 + 1 C01290 <=> 1 C00015 + 1 C04845,2.4.1.206,,,,RC00005__C00015_C00043 RC00049__C01290_C04845, 13908,,"UDP-N-acetyl-D-glucosamine:D-galactosyl-1,4-beta-D-glucosylceramide beta-1,3-acetylglucosaminyltransferase",,Same as: R05971
R04494,1 C00043 + 1 C04500 <=> 1 C00015 + 1 C04537,2.4.1.141,,,,RC00005__C00015_C00043 RC00049__C04500_C04537, 23383,,UDP-N-acetyl-D-glucosamine:N-acetyl-D-glucosaminyl diphosphodolichol N-acetyl-D-glucosaminyltransferase,,Same as: R05970
R04495,1 C00052 + 1 C04502 <=> 1 C00015 + 1 C04818,2.4.1.38,,,,RC00005__C00015_C00052 RC00049__C04502_C04818, 22935,,UDP-alpha-D-galactose:N-acetyl-beta-D-glucosaminylglycopeptide 4-beta-galactosyltransferase,,
R04496,1 C00019 + 1 C04506 <=> 1 C00021 + 1 C04748,2.1.1.100,,K00587,rn00900 rn01110,RC00003__C00019_C00021 RC00460__C04506_C04748, 21675,,S-adenosyl-L-methionine:protein-C-terminal-S-farnesyl-L-cysteine O-methyltransferase,,
R04498,1 C01158 + 1 C04516 <=> 1 C00031 + 1 C04576,2.3.1.143,,,rn00999,RC00055__C00031_C01158, 19112,,"1-O-galloyl-beta-D-glucose:1,2,3,6-tetrakis-O-galloyl-beta-D-glucose 4-O-galloyltransferase",,
R04500,1 C04522 <=> 1 C01327 + 1 C04431,,,,rn00361 rn01120,RC01167__C04431_C04522,,spontaneous,,,
R04501,1 C00007 + 2 C00080 + 2 C00999 + 1 C04530 <=> 1 C00001 + 2 C00996 + 1 C04814,1.14.18.9,,,,RC00257__C04530_C04814, 55227,"the first step of three-step reaction (see R10057, R04501+R05733+R05734)","4,4-dimethyl-5alpha-cholest-7-en-3beta-ol,ferrocytochrome-b5:oxygen oxidoreductase (hydroxylating)",,
R04502,1 C00096 + 1 C04537 <=> 1 C00035 + 1 C05860,2.4.1.142,,,,RC00005__C00035_C00096 RC00049__C04537_C05860, 13868,,GDPmannose:chitobiosyldiphosphodolichol beta-D-mannosyltransferase,,Same as: R05972
R04503,1 C00001 + 1 C04817 <=> 1 C00031 + 1 C04542,3.2.1.107,,,,RC00049__C00031_C04817, 11071,,"protein-alpha-D-glucosyl-1,2-beta-D-galactosyl-L-hydroxylysine glucohydrolase",,
R04504,2 C00002 + 1 C04549 <=> 2 C00008 + 1 C05981,,,,rn00562,RC00002__C00002_C00008 RC01938__C04549_C05981,,multi-step reaction,,,
R04505,1 C00019 + 1 C04581 <=> 1 C00021 + 1 C00080 + 1 C04552,2.1.1.84,,,,RC00003__C00019_C00021 RC00392__C04552_C04581, 18720,,"S-adenosyl-L-methionine:3',4',5,6-tetrahydroxy-3,7-dimethoxyflavone 6-O-methyltransferase",,
R04506,1 C00001 + 1 C00003 + 1 C05445 <=> 1 C00004 + 1 C00080 + 1 C04554,1.2.1.3,,K00128 K00149 K14085,,RC00001__C00003_C00004 RC00242__C04554_C05445,,,"3alpha,7alpha-dihydroxy-5beta-cholestan-26-al:NAD+ oxidoreductase",,
R04507,1 C00002 + 1 C00010 + 1 C04554 <=> 1 C00013 + 1 C00020 + 1 C04644,6.2.1.28 6.2.1.7,,K08748,,RC00004__C00010_C04644 RC00137__C04554_C04644, 21779,,"3alpha,7alpha-dihydroxy-5beta-cholestanate:CoA ligase (AMP-forming)",,
R04509,1 C00002 + 1 C04556 <=> 1 C00008 + 1 C04752,2.7.4.7,M00127 M00895 M00896 M00897 M00898 M00899,K00877 K00941 K14153 K21219,rn00730 rn01100 rn01240,RC00002__C00002_C00008, 19896,,ATP:4-amino-2-methyl-5-phosphomethylpyrimidine phosphotransferase,,
R04510,1 C04559 <=> 1 C04558,5.4.99.14,,,rn00623 rn01120,RC01169__C04558_C04559, 19240,multi-step reaction (lactone-lyase x2);possibly intermediate (bislactone),"4-carboxymethyl-4-methylbut-2-en-1,4-olide methylmutase",,
R04511,1 C00344 + 1 C04566 <=> 1 C00641 + 1 C04809,2.7.8.20,,,,RC00017__C00344_C00641,,general reaction (see R05081),phosphatidylglycerol:membrane-derived-oligosaccharide-D-glucose glycerophosphotransferase,,
R04512,1 C00001 + 1 C04674 <=> 1 C00191 + 1 C03789,3.2.1.56,,,,RC00049__C00191_C04674, 15076,,"3-D-glucuronosyl-N2,6-disulfo-beta-D-glucosamine glucuronohydrolase",,Same as: R06143
R04513,1 C00001 + 1 C05981 <=> 1 C00009 + 1 C04637,3.1.3.67,,K01110,rn00562 rn01100,RC00078__C04637_C05981, 25020,,"phosphatidylinositol-3,4,5-trisphosphate 3-phosphohydrolase",,
R04514,1 C00157 + 1 C17276 <=> 1 C04233 + 1 C04680,2.3.1.135,,,,RC00041__C00157_C04233, 17472,general reaction (see R08387 and R08389),phosphatidylcholine:retinol-(cellular-retinol-binding-protein) O-acyltransferase,,
R04515,1 C00001 + 1 C04575 <=> 1 C00011 + 1 C05411,4.1.1.-,,,rn00040 rn00053,RC01170__C04575_C05411,,see R04784,,,
R04517,1 C00003 + 1 C04742 <=> 1 C00004 + 1 C00080 + 1 C04577,1.1.1.232,,,rn00590 rn01100,RC00001__C00003_C00004 RC00241__C04577_C04742, 23263,,"(15S)-15-hydroxy-5,8,11-cis-13-trans-icosatetraenoate:NAD+ 15-oxidoreductase",,
R04518,1 C00006 + 1 C04742 <=> 1 C00005 + 1 C00080 + 1 C04577,1.1.1.232,,,rn00590 rn01100,RC00001__C00005_C00006 RC00241__C04577_C04742, 23267,,"(15S)-15-hydroxy-5,8,11-cis-13-trans-icosatetraenoate:NADP+ 15-oxidoreductase",,
R04519,1 C05898 + 1 C11827 <=> 1 C04574 + 1 C11827,2.4.99.28,,K05364 K05365,,RC00005__C04574_C11827 RC00049__C05898_C11827,,,[poly-N-acetyl-D-glucosaminyl-(1->4)-(N-acetyl-D-muramoylpentapeptide)]-diphosphoundecaprenol:[N-acetyl-D-glucosaminyl-(1->4)-N-acetyl-D-muramoylpentapeptide]-diphosphoundecaprenol polysaccharidetransferase; bactoprenyldiphospho-N-acetylmuramoyl-(N-acetyl-D-glucosaminyl)-pentapeptide:peptidoglycan N-acetylmuranoyl-N-acetyl-D-glucosaminyltransferase,,Same as: R06177
R04520,1 C00353 + 1 C04590 <=> 1 C00013 + 1 C04638,2.5.1.42,,K17105,rn00564 rn01110,RC01171__C04590_C04638, 18112,,geranylgeranyl-diphosphate:3-(O-geranylgeranyl)-sn-glycerol 1-phosphate geranylgeranyltransferase,,
R04522,1 C04623 <=> 1 C01327 + 1 C04596,4.5.1.1,,K22678,rn00621 rn01120,RC01173__C04596_C04623, 19220,,"1,1,1-trichloro-2,2-bis(4-chlorophenyl)ethane chloride-lyase",,
R04523,1 C00005 + 1 C00007 + 1 C00080 + 1 C04599 <=> 1 C00001 + 1 C00006 + 1 C04731,1.14.13.8,,,,RC00001__C00005_C00006 RC01174__C04599_C04731,,FMO,"1-methyl-4-phenyl-1,2,3,6-tetrahydropyridine,NADPH:oxygen oxidoreductase (N-oxide-forming)",,
R04524,1 C00004 + 1 C00080 + 1 C04604 <=> 1 C00001 + 1 C00003 + 1 C06050,1.2.1.100,,K18612,rn00750 rn01120,RC00075__C04604_C06050, 19696,,5-formyl-3-hydroxy-2-methylpyridine-4-carboxylate:NAD+ 5-oxidoreductase,,
R04525,1 C00001 + 1 C04606 <=> 1 C00033 + 1 C04711,3.1.1.66,,,,RC00037__C04606_C04711 RC00094__C00033_C04606, 16316,,"5-(3,4-diacetoxybut-1-ynyl)-2,2'-bithiophene acetylhydrolase",,
R04526,1 C01623 + 1 C04608 <=> 1 C00015 + 1 C04858,2.4.2.25,,,rn00944,RC00005__C00015_C01623 RC00049__C04608_C04858, 19156,flavone apiosyltransferase,UDP-apiose:apigenin 7-O-beta-D-glucoside 2''-O-beta-D-apiofuranosyltransferase,,
R04527,1 C00001 + 1 C04776 <=> 1 C02189 + 1 C07278,3.2.1.97,,,,RC00059__C02189_C04776 RC00451__C04776_C07278, 30986,,peptide-D-galactosyl-N-acetyl-alpha-D-galactosaminyl-L-serine D-galactosyl-N-acetyl-galactosaminohydrolase,,Same as: R06140
R04529,1 C00026 + 1 C04630 <=> 1 C00025 + 1 C04613,2.6.1.34,,K15910 K24302,rn00520 rn00541 rn01100 rn01250,RC00006__C00025_C00026 RC00781__C04613_C04630, 31666,,"UDP-4-amino-4,6-dideoxy-N-acetyl-alpha-D-glucosamine:2-oxoglutarate aminotransferase",,
R04531,1 C00052 + 1 C00611 <=> 1 C00015 + 1 C04847,2.4.1.87,,,,RC00005__C00015_C00052 RC00049__C00611_C04847,,,UDP-alpha-D-galactose:N-acetyllactosamine 3-alpha-D-galactosyltransferase,,Same as: R06145
R04532,1 C00128 + 1 C00611 <=> 1 C00055 + 1 C04886,2.4.3.1,,,,RC00009__C00055_C00128 RC00247__C00611_C04886, 11839,,"CMP-N-acetylneuraminate:beta-D-galactosyl-1,4-N-acetyl-beta-D--glucosamine alpha-2,6-N-acetylneuraminyltransferase",,Same as: R06188
R04533,1 C00006 + 1 C04618 <=> 1 C00005 + 1 C00080 + 1 C05744,1.1.1.- 1.1.1.100 2.3.1.- 2.3.1.85 2.3.1.86,M00083,K00059 K00665 K00667 K11533 K11539,rn00061 rn01100 rn01212,RC00001__C00005_C00006 RC00117__C04618_C05744,,,(3R)-3-hydroxybutanoyl-[acyl-carrier protein]:NADP+ oxidoreductase,,
R04534,1 C00006 + 1 C04619 <=> 1 C00005 + 1 C05753,1.1.1.- 1.1.1.100 2.3.1.- 2.3.1.85 2.3.1.86,M00083,K00059 K00665 K00667 K11533 K11539,rn00061 rn01100 rn01212,RC00001__C00005_C00006 RC00029__C04619_C05753,,,(3R)-3-hydroxydecanoyl-[acyl-carrier-protein]:NADP+ oxidoreductase,,
R04535,1 C04619 <=> 1 C00001 + 1 C05754,2.3.1.- 2.3.1.85 2.3.1.86 4.2.1.- 4.2.1.59,M00083,K00665 K00668 K01716 K02372 K11533 K16363 K22540 K22541,rn00061 rn01100 rn01212,RC01095__C04619_C05754, 41863,,(3R)-3-hydroxydecanoyl-[acyl-carrier-protein] hydro-lyase,,
R04536,1 C00006 + 1 C04620 <=> 1 C00005 + 1 C00080 + 1 C05750,1.1.1.- 1.1.1.100 2.3.1.- 2.3.1.85 2.3.1.86,M00083,K00059 K00665 K00667 K11533 K11539,rn00061 rn01100 rn01212,RC00001__C00005_C00006 RC00029__C04620_C05750,,,(3R)-3-hydroxyoctanoyl-[acyl-carrier-protein]:NADP+ oxidoreductase,,
R04537,1 C04620 <=> 1 C00001 + 1 C05751,2.3.1.- 2.3.1.85 2.3.1.86 4.2.1.- 4.2.1.59,M00083,K00665 K00668 K01716 K02372 K11533 K16363 K22540 K22541,rn00061 rn01100 rn01212,RC01095__C04620_C05751, 41847,,(3R)-3-hydroxyoctanoyl-[acyl-carrier-protein] hydro-lyase,,
R04538,1 C04621 <=> 1 C04622,5.2.1.6,,,,RC01175__C04621_C04622, 21851,,(E)-2-(2-furyl)-3-(5-nitro-2-furyl)acrylamide cis-trans-isomerase,,
R04540,1 C04832 + 1 C11904 <=> 1 C03576 + 1 C04628 + 1 C11903,1.8.98.1,M00356 M00357 M00563 M00567,K08264 K08265,rn00680 rn01100 rn01120 rn01200,RC00011__C03576_C04832 RC02502__C11903_C11904, 18088,,coenzyme B:coenzyme M:methanophenazine oxidoreductase,,
