id,reaction,ec,module,orthology,pathway,rclass,rhea,comment,name,overall,remark,CBRdb_C_ids
R00479,1 C00042 + 1 C00048 <=> 1 C00311,4.1.3.1,M00012,K01637,rn00630 rn01100 rn01110 rn01120 rn01200,RC00311__C00048_C00311 RC00313__C00042_C00311, 13248,,isocitrate glyoxylate-lyase (succinate-forming),,,C00042 C00048 C00311
R00480,1 C00002 + 1 C00049 <=> 1 C00008 + 1 C03082,2.7.2.4,M00016 M00017 M00018 M00033 M00525 M00526 M00527,K00928 K12524 K12525 K12526,rn00260 rn00261 rn00270 rn00300 rn01100 rn01110 rn01120 rn01210 rn01230,RC00002__C00002_C00008 RC00043__C00049_C03082, 23779,,ATP:L-aspartate 4-phosphotransferase,,,C00002 C00008 C00049 C03082
R00481,1 C00007 + 1 C00049 <=> 1 C00027 + 1 C05840,1.4.3.16,M00115,K00278,rn00760 rn01100 rn01240,RC02566__C00049_C05840 RC02755__C00007_C00027, 25879,iminoaspartate can either be hydrolysed (see R00357) or can be used by ec 2.5.1.72 (see R04292),L-aspartate:oxygen oxidoreductase,,,C00007 C00027 C00049 C05840
R00482,1 C00002 + 1 C00014 + 1 C00049 <=> 1 C00008 + 1 C00009 + 1 C00152,6.3.1.4,,,,RC00002__C00002_C00008 RC00010__C00049_C00152 RC02798__C00014_C00152, 14200,,L-aspartate:ammonia ligase (ADP-forming),,,C00002 C00008 C00009 C00014 C00049 C00152
R00483,1 C00002 + 1 C00014 + 1 C00049 <=> 1 C00013 + 1 C00020 + 1 C00152,6.3.1.1 6.3.5.4,,K01914,rn00250 rn00460 rn01100 rn01110 rn01230,RC00010__C00049_C00152 RC02798__C00014_C00152, 11375,"second step of multi-step reaction (ec 6.3.5.4, see R00578, R00256+R00483)",L-aspartate:ammonia ligase (AMP-forming),,,C00002 C00013 C00014 C00020 C00049 C00152
R00484,1 C00001 + 1 C00438 <=> 1 C00011 + 1 C00014 + 1 C00049,3.5.1.7,,,rn00250 rn01100,RC00064__C00049_C00438, 14368,,N-carbamoyl-L-aspartate amidohydrolase,,,C00001 C00011 C00014 C00049 C00438
R00485,1 C00001 + 1 C00152 <=> 1 C00014 + 1 C00049,3.5.1.1 3.5.1.38 3.5.5.4,,K01424 K05597 K13051,rn00250 rn00460 rn01100 rn01110,RC00010__C00049_C00152 RC02798__C00014_C00152, 21019,,L-asparagine amidohydrolase,,,C00001 C00014 C00049 C00152
R00486,1 C00014 + 1 C00049 <=> 2 C00001 + 1 C02512,3.5.5.4,,K13035,rn00460 rn01100 rn01110,RC00315__C00049_C02512, 11191,,3-cyano-L-alanine aminohydrolase,,,C00001 C00014 C00049 C02512
R00487,1 C00010 + 1 C01042 <=> 1 C00024 + 1 C00049,2.3.1.17,,K18309,rn00250 rn01100,RC00004__C00010_C00024 RC00064__C00049_C01042, 14168,,acetyl-CoA:L-aspartate N-acetyltransferase,,,C00010 C00024 C00049 C01042
R00488,1 C00001 + 1 C01042 <=> 1 C00033 + 1 C00049,3.5.1.15,,K01437,rn00250 rn01100,RC00064__C00049_C01042 RC00300__C00033_C01042, 59411,,N-acetyl-L-aspartate amidohydrolase,,,C00001 C00033 C00049 C01042
R00489,1 C00011 + 1 C00099 <=> 1 C00049,4.1.1.11 4.1.1.15,M00119,K01579 K01580 K18933 K18966 K24264,rn00410 rn00770 rn01100 rn01110 rn01240,RC00299__C00049_C00099, 19500,,L-aspartate 1-carboxy-lyase (beta-alanine-forming),,,C00011 C00049 C00099
R00490,1 C00014 + 1 C00122 <=> 1 C00049,4.3.1.1,,K01744,rn00250 rn01100,RC00316__C00049_C00122 RC02799__C00014_C00049, 16604,,L-aspartate ammonia-lyase (fumarate-forming),,,C00014 C00049 C00122
R00491,1 C00049 <=> 1 C00402,5.1.1.13,,K01779,rn00250 rn00470 rn01100,RC00302__C00049_C00402, 14976,,aspartate racemase,,,C00049 C00402
R00493,1 C00036 + 1 C05167 <=> 1 C00049 + 1 C00161,2.6.1.-,,,,RC00006__C00036_C00049 RC00025__C00161_C05167,,general reaction,L-aspartate:2-oxo acid aminotransferase,,,C00036 C00049 C00161 C05167
R00494,1 C00001 + 1 C00051 <=> 1 C00025 + 1 C01419,3.4.19.13,,K00681 K18592,rn00480 rn01100,RC00064__C00051_C01419 RC00090__C00025_C00051, 28810,,glutathione gamma-glutamylaminopeptidase,,,C00001 C00025 C00051 C01419
R00497,1 C00002 + 1 C00037 + 1 C00669 <=> 1 C00008 + 1 C00009 + 1 C00051,6.3.2.3,M00118,K01920 K21456,rn00480 rn01100 rn01240,RC00002__C00002_C00008 RC00096__C00037_C00051 RC00141__C00051_C00669, 13560,,gamma-L-glutamyl-L-cysteine:glycine ligase (ADP-forming),,,C00002 C00008 C00009 C00037 C00051 C00669
R00499,1 C00001 + 1 C03174 <=> 1 C00042 + 1 C00051,3.1.2.13,,,,RC00004__C00051_C03174 RC00014__C00042_C03174, 16716,,S-succinylglutathione hydrolase,,,C00001 C00042 C00051 C03174
R00501,1 C00001 + 2 C00003 + 1 C00052 <=> 2 C00004 + 2 C00080 + 1 C00617,1.1.1.-,,,rn00520 rn01100 rn01250,RC00001__C00003_C00004 RC00291__C00052_C00617,,"UDP-D-galactose dehydrogenase, plant",UDP-alpha-D-galactose:NAD+ 6-oxidoreductase,,,C00001 C00003 C00004 C00052 C00080 C00617
R00502,1 C00013 + 1 C00052 <=> 1 C00075 + 1 C00446,2.7.7.10 2.7.7.64,,K12447,rn00052 rn00520 rn01100,RC00002__C00052_C00446, 14212,,UTP:alpha-D-galactose-1-phosphate uridylyltransferase,,,C00013 C00052 C00075 C00446
R00503,1 C00015 + 1 C00243 <=> 1 C00031 + 1 C00052,2.4.1.22,,K00704 K07966 K07967,rn00052 rn01100,RC00005__C00015_C00052 RC00049__C00031_C00243 RC02748__C00052_C00243, 12407,,UDP-alpha-D-galactose:D-glucose 4-beta-D-galactosyltransferase,,Same as: R06067,C00015 C00031 C00052 C00243
R00504,1 C00043 + 1 C00052 <=> 1 C00105 + 1 C04739,2.7.8.18,,,,RC00002__C00052_C00105 RC00017__C00043_C04739, 22443,,UDP-alpha-D-galactose:UDP-N-acetyl-alpha-D-glucosamine galactose phosphotransferase,,,C00043 C00052 C00105 C04739
R00505,1 C00052 <=> 1 C03733,5.4.99.9,,K01854,rn00052 rn00520 rn00541 rn01100 rn01250,RC00317__C00052_C03733, 24135,,UDP-alpha-D-galactopyranose furanomutase,,,C00052 C03733
R00506,1 C00015 + 1 C05796 <=> 1 C00052 + 1 C05796,2.4.1.-,,,rn00052,RC00005__C00015_C00052 RC02748__C00052_C05796,,,"UDP-alpha-D-galactose:galactan beta-1,4-D-galactosyltransferase",,Same as: R06210,C00015 C00052 C05796
R00507,1 C00001 + 1 C00053 <=> 1 C00054 + 1 C00059,3.6.2.2,,,rn00230 rn00920 rn01100,RC00007__C00053_C00054, 11235,,3'-phosphoadenylyl-sulfate sulfohydrolase; 3'-phosphoadenylyl-sulfate nucleotidohydrolase,,,C00001 C00053 C00054 C00059
R00508,1 C00001 + 1 C00053 <=> 1 C00009 + 1 C00224,3.1.3.7,,K01082 K06881 K15422 K15759,rn00920 rn01100 rn01120,RC00078__C00053_C00224, 77642,,3'-phospho-5'-adenylyl sulfate 3'-phosphohydrolase,,,C00001 C00009 C00053 C00224
R00509,1 C00002 + 1 C00224 <=> 1 C00008 + 1 C00053,2.7.1.25,M00176,K00860 K00955 K13811,rn00230 rn00920 rn01100 rn01120,RC00002__C00002_C00008 RC00078__C00053_C00224, 24155,,ATP:adenylylsulfate 3'-phosphotransferase,,,C00002 C00008 C00053 C00224
R00510,1 C00001 + 1 C00055 <=> 1 C00117 + 1 C00380,3.2.2.10,,K06966,rn00240 rn01100 rn01232,RC00063__C00055_C00380 RC00318__C00055_C00117, 30078,,cytidine-5'-monophosphate phosphoribohydrolase,,,C00001 C00055 C00117 C00380
R00511,1 C00001 + 1 C00055 <=> 1 C00009 + 1 C00475,3.1.3.- 3.1.3.5 3.1.3.91,,K01081 K02566 K03787 K08693 K08723 K11751 K19970 K24242 K25434,rn00240 rn01100 rn01232,RC00017__C00055_C00475, 29370,,cytidine-5'-monophosphate phosphohydrolase,,,C00001 C00009 C00055 C00475
R00512,1 C00002 + 1 C00055 <=> 1 C00008 + 1 C00112,2.7.4.14 2.7.4.25,,K00945 K13799 K13800 K13809,rn00240 rn01100 rn01232,RC00002__C00002_C00008, 11603,,ATP:CMP phosphotransferase,,,C00002 C00008 C00055 C00112
R00513,1 C00002 + 1 C00475 <=> 1 C00008 + 1 C00055,2.7.1.213 2.7.1.48,,K00876 K21057 K22026,rn00240 rn01100 rn01232,RC00002__C00002_C00008 RC00017__C00055_C00475, 24677,,ATP:cytidine 5'-phosphotransferase,,,C00002 C00008 C00055 C00475
R00514,1 C00001 + 1 C00112 <=> 1 C00009 + 1 C00055,3.6.1.5,,K01510 K14641 K14642,rn00240 rn01100 rn01232,RC00002__C00055_C00112, 64883,,CDP phosphohydrolase,,,C00001 C00009 C00055 C00112
R00515,1 C00001 + 1 C00063 <=> 1 C00013 + 1 C00055,3.6.1.- 3.6.1.65 3.6.1.9,,K01513 K04765 K06287 K08320 K25435,rn00240 rn01100 rn01232,RC00002__C00055_C00063, 27765,,CTP diphosphohydrolase (diphosphate-forming); CTP pyrophosphohydrolase,,,C00001 C00013 C00055 C00063
R00517,1 C00035 + 1 C00055 <=> 1 C00044 + 1 C00475,2.7.1.48,,K00876,rn00240 rn01100 rn01232,RC00002__C00035_C00044 RC00017__C00055_C00475, 28165,,GTP:cytidine 5'-phosphotransferase,,,C00035 C00044 C00055 C00475
R00518,1 C00002 + 1 C00058 <=> 1 C00008 + 1 C02405,2.7.2.6,,,rn00630 rn01100,RC00002__C00002_C00008 RC00319__C00058_C02405, 16012,,ATP:formate phosphotransferase,,,C00002 C00008 C00058 C02405
R00519,1 C00003 + 1 C00058 <=> 1 C00004 + 1 C00011 + 1 C00080,1.17.1.9,,K00122 K00123 K00124 K00126 K00127 K22515,rn00630 rn00680 rn01100 rn01120 rn01200,RC00001__C00003_C00004 RC02796__C00011_C00058, 15988,,formate:NAD+ oxidoreductase,,,C00003 C00004 C00011 C00058 C00080
R00521,1 C00001 + 1 C00798 <=> 1 C00010 + 1 C00058,3.1.2.10,,,rn00630 rn01100,RC00167__C00010_C00798 RC00320__C00058_C00798, 19744,,formyl-CoA hydrolase,,,C00001 C00010 C00058 C00798
R00522,1 C00011 + 1 C00058 <=> 1 C00209,4.1.1.2,,K01569,rn00630 rn01100,RC00321__C00058_C00209 RC02802__C00011_C00209, 16512,,oxalate carboxy-lyase,,,C00011 C00058 C00209
R00524,1 C00001 + 1 C00488 <=> 1 C00014 + 1 C00058,3.5.1.49,,K01455,rn00460 rn00630 rn00910 rn01100 rn01200,RC02432__C00058_C00488 RC02810__C00014_C00488, 21951,,formamide amidohydrolase,,,C00001 C00014 C00058 C00488
R00525,1 C00001 + 1 C01045 <=> 1 C00025 + 1 C00058,3.5.1.68,M00045,K01458,rn00340 rn00630 rn01100,RC00165__C00025_C01045 RC00323__C00058_C01045, 12479,,N-formyl-L-glutamate amidohydrolase,,,C00001 C00025 C00058 C01045
R00526,1 C00001 + 1 C01044 <=> 1 C00049 + 1 C00058,3.5.1.15 3.5.1.8,,K01437,rn00340 rn00630 rn01100,RC00165__C00049_C01044 RC00323__C00058_C01044, 22043,,N-formyl-L-aspartate amidohydrolase,,,C00001 C00049 C00058 C01044
R00527,1 C00001 + 1 C01031 <=> 1 C00051 + 1 C00058,3.1.2.12,,K01070,rn00680 rn01100 rn01120 rn01200,RC00167__C00051_C01031 RC00320__C00058_C01031, 14964,,S-formylglutathione hydrolase,,,C00001 C00051 C00058 C01031
R00528,1 C00001 + 1 C00094 + 2 C00125 <=> 1 C00059 + 2 C00080 + 2 C00126,1.8.2.1,,K00386 K05301,rn00920 rn01100 rn01120,RC00016__C00125_C00126 RC00168__C00059_C00094, 14284,,sulfite:ferricytochrome-c oxidoreductase,,,C00001 C00059 C00080 C00094 C00125 C00126
R00529,1 C00002 + 1 C00059 <=> 1 C00013 + 1 C00224,2.7.7.4,M00176 M00596,K00955 K00956 K00957 K00958 K13811,rn00230 rn00261 rn00920 rn01100 rn01110 rn01120,RC02809__C00059_C00224, 18136,,ATP:sulfate adenylyltransferase,,,C00002 C00013 C00059 C00224
R00530,1 C00008 + 1 C00059 <=> 1 C00009 + 1 C00224,2.7.7.5,,K00988 K22966,rn00920 rn01100 rn01120,RC02809__C00059_C00224, 16532,,ADP:sulfate adenylyltransferase,,,C00008 C00009 C00059 C00224
R00531,1 C00001 + 1 C00224 <=> 1 C00020 + 1 C00059,3.6.2.1,,K22966,rn00920 rn01100,RC00007__C00020_C00224 RC02809__C00059_C00224, 17044,,adenylylsulfate sulfohydrolase,,,C00001 C00020 C00059 C00224
R00532,1 C00001 + 1 C02703 <=> 1 C00014 + 1 C00022 + 1 C00059,4.3.1.10,,,,RC00324__C00022_C02703, 15608,,L-serine-O-sulfate ammonia-lyase (pyruvate-forming),,,C00001 C00014 C00022 C00059 C02703
R00533,1 C00001 + 1 C00007 + 1 C00094 <=> 1 C00027 + 1 C00059,1.8.3.1,,K00387,rn00920 rn01100 rn01120,RC00168__C00059_C00094 RC02755__C00007_C00027, 24603,,sulfite:oxygen oxidoreductase,,,C00001 C00007 C00027 C00059 C00094
R00534,1 C00001 + 1 C02827 <=> 1 C00031 + 1 C00059,3.1.6.3,,,,RC00134__C00031_C02827, 19148,,D-glucose 6-sulfate sulfohydrolase,,,C00001 C00031 C00059 C02827
R00535,1 C00053 + 1 C00951 <=> 1 C00054 + 1 C08357,2.8.2.15,,,rn00140,RC00007__C00053_C00054 RC00128__C00951_C08357, 52375,,3'-phosphoadenylylsulfate:17beta-estradiol 3-sulfotransferase,,,C00053 C00054 C00951 C08357
R00536,1 C00053 + 1 C05299 <=> 1 C00054 + 1 C08358,2.8.2.15,,,rn00140,RC00007__C00053_C00054 RC00128__C05299_C08358,,,3'-phosphoadenylylsulfate:phenolic-steroid sulfotransferase,,,C00053 C00054 C05299 C08358
R00537,1 C00053 + 1 C05302 <=> 1 C00054 + 1 C08359,2.8.2.15,,,rn00140,RC00007__C00053_C00054 RC00128__C05302_C08359,,,3'-phosphoadenylylsulfate:phenolic-steroid sulfotransferase,,,C00053 C00054 C05302 C08359
R00538,1 C00001 + 1 C00003 + 1 C00071 <=> 1 C00004 + 1 C00060 + 1 C00080,1.2.1.3 1.2.1.5,,,,RC00001__C00003_C00004 RC00071__C00060_C00071, 16188,"general reaction;NADP+ (ec 1.2.1.5, see R00634)",aldehyde:NAD+ oxidoreductase,,,C00001 C00003 C00004 C00060 C00071 C00080
R00539,1 C00001 + 1 C02133 <=> 1 C00009 + 1 C00060,3.6.1.7,,,,RC00043__C00060_C02133, 14968,general reaction,acyl phosphate phosphohydrolase,,,C00001 C00009 C00060 C02133
R00540,1 C00014 + 1 C00060 <=> 2 C00001 + 1 C00726,3.5.5.1 3.5.5.2 3.5.5.5 3.5.5.7,,K01501,rn00910 rn01100,RC00325__C00060_C00726 RC02811__C00014_C00726, 21727,general reaction,nitrile aminohydrolase,,,C00001 C00014 C00060 C00726
R00542,1 C00001 + 1 C03361 <=> 1 C00020 + 1 C00060,3.6.1.20,,,,RC00043__C00060_C03361 RC00070__C00020_C03361, 16840,,5'-acylphosphoadenosine acylhydrolase,,,C00001 C00020 C00060 C03361
R00543,1 C00001 + 1 C02119 <=> 1 C00022 + 1 C00060,3.7.1.5,,,,RC00326__C00022_C02119 RC00327__C00060_C02119, 19012,,3-acylpyruvate acylhydrolase,,,C00001 C00022 C00060 C02119
R00544,1 C00001 + 1 C00028 + 1 C00071 <=> 1 C00030 + 1 C00060,1.2.99.6 1.2.99.7,,,,RC00071__C00060_C00071, 56859,,aldehyde:acceptor oxidoreductase,,,C00001 C00028 C00030 C00060 C00071
R00545,1 C00001 + 1 C02444 <=> 1 C00047 + 1 C00060,3.5.1.17,,,,RC00096__C00047_C02444 RC00328__C00060_C02444, 24551,,N6-acyl-L-lysine amidohydrolase,,,C00001 C00047 C00060 C02444
R00546,1 C00001 + 1 C02715 <=> 1 C00049 + 1 C00060,3.5.1.15,,,,RC00064__C00049_C02715 RC00328__C00060_C02715, 10875,,N-acyl-L-aspartate amidohydrolase,,,C00001 C00049 C00060 C02715
R00547,1 C00001 + 1 C02589 <=> 1 C00051 + 1 C00060,3.1.2.7,,,,RC00004__C00051_C02589 RC00281__C00060_C02589, 22711,,S-acylglutathione hydrolase,,,C00001 C00051 C00060 C02589
R00548,1 C00001 + 1 C00061 <=> 1 C00009 + 1 C00255,3.1.3.102 3.1.3.2,,K01078 K01093 K03788 K09474 K14379 K14394 K14410 K20860 K20861 K20862 K20884 K23458,rn00740 rn01100,RC00017__C00061_C00255, 35590,,riboflavin-5-phosphate phosphohydrolase,,,C00001 C00009 C00061 C00255
R00549,1 C00002 + 1 C00255 <=> 1 C00008 + 1 C00061,2.7.1.26,M00125 M00911,K00861 K11753 K20884,rn00740 rn01100 rn01110 rn01240,RC00002__C00002_C00008 RC00017__C00061_C00255, 14360,,ATP:riboflavin 5'-phosphotransferase,,,C00002 C00008 C00061 C00255
R00550,1 C00031 + 1 C00061 <=> 1 C00103 + 1 C00255,2.7.1.42,,,rn00740 rn01100,RC00017__C00061_C00255 RC00078__C00031_C00103, 20412,,D-glucose-1-phosphate:riboflavin 5'-phosphotransferase,,,C00031 C00061 C00103 C00255
R00551,1 C00001 + 1 C00062 <=> 1 C00077 + 1 C00086,3.5.3.1,M00029 M00134,K01476,rn00220 rn00330 rn01100 rn01110 rn01230,RC00024__C00062_C00077 RC00329__C00062_C00086, 20572,,L-arginine amidinohydrolase,,,C00001 C00062 C00077 C00086
R00552,1 C00001 + 1 C00062 <=> 1 C00014 + 1 C00327,3.5.3.6,,K01478,rn00220 rn01100 rn01110,RC00177__C00062_C00327, 19600,,L-arginine iminohydrolase,,,C00001 C00014 C00062 C00327
R00554,1 C00002 + 1 C00062 <=> 1 C00008 + 1 C05945,2.7.3.3,,K00934,rn00330,RC00002__C00002_C00008 RC00203__C00062_C05945, 22943,,ATP:L-arginine Nomega-phosphotransferase,,,C00002 C00008 C00062 C05945
R00555,1 C00003 + 1 C00613 <=> 1 C00153 + 1 C16011,2.4.2.31,,,,RC00033__C00003_C00153 RC00178__C00613_C16011, 19152,,NAD+:protein-L-arginine ADP-D-ribosyltransferase,,,C00003 C00153 C00613 C16011
R00557,3 C00005 + 4 C00007 + 2 C00062 + 3 C00080 <=> 4 C00001 + 3 C00006 + 2 C00327 + 2 C00533,1.14.13.39,,K13240 K13241 K13242 K13427,rn00220 rn01100 rn01110,RC00001__C00005_C00006 RC00177__C00062_C00327, 19900,multi-step reaction (see R00558+R00111);NADH (see R10106),"L-arginine,NADPH:oxygen oxidoreductase (nitric-oxide-forming)",,,C00001 C00005 C00006 C00007 C00062 C00080 C00327 C00533
R00558,1 C00001 + 1 C00006 + 1 C05933 <=> 1 C00005 + 1 C00007 + 1 C00062 + 1 C00080,1.14.13.39,,K13240 K13241 K13242 K13427,rn00330 rn01100,RC00001__C00005_C00006 RC00330__C00062_C05933, 24663,"the former part of multi-step reaction (see R00557, R00558+R00111);subsequently R00111;NADH (see R10107)","L-arginine,NADPH:oxygen oxidoreductase (N-(omega)-hydroxyarginine-forming)",,,C00001 C00005 C00006 C00007 C00062 C00080 C05933
R00559,1 C00001 + 1 C00011 + 1 C03078 <=> 1 C00007 + 1 C00062,1.13.12.1,,,rn00330 rn01100,RC00213__C00062_C03078, 10551,,L-arginine:oxygen 2-oxidoreductase (decarboxylating),,,C00001 C00007 C00011 C00062 C03078
R00562,1 C00001 + 1 C00003 + 1 C04137 <=> 1 C00004 + 1 C00022 + 1 C00062 + 1 C00080,1.5.1.11,,K23233,rn00330 rn01100,RC00001__C00003_C00004 RC00283__C00062_C04137 RC00581__C00022_C04137, 16288,,N2-(D-1-carboxyethyl)-L-arginine:NAD+ oxidoreductase (L-arginine-forming),,,C00001 C00003 C00004 C00022 C00062 C00080 C04137
R00563,1 C00001 + 1 C00006 + 1 C01682 <=> 1 C00005 + 1 C00026 + 1 C00062 + 1 C00080,1.5.1.19,,K00296,rn00330 rn01100,RC00001__C00005_C00006 RC00283__C00062_C01682 RC01532__C00026_C01682, 19640,,"N2-(D-1,3-dicarboxypropyl)-L-arginine:NADP+ oxidoreductase (L-arginine-forming); D-nopaline:NADP+ oxidoreductase (L-arginine-forming)",,,C00001 C00005 C00006 C00026 C00062 C00080 C01682
R00565,1 C00037 + 1 C00062 <=> 1 C00077 + 1 C00581,2.1.4.1,M00047,K00613,rn00260 rn00330 rn01100,RC00024__C00037_C00581 RC02749__C00062_C00581, 13204,,L-arginine:glycine amidinotransferase,,,C00037 C00062 C00077 C00581
R00566,1 C00011 + 1 C00179 <=> 1 C00062,4.1.1.19,M00133,K01583 K01584 K01585 K02626,rn00330 rn01100 rn01110,RC00299__C00062_C00179, 17644,,L-arginine carboxy-lyase (agmatine-forming),,,C00011 C00062 C00179
R00567,1 C00062 <=> 1 C00792,5.1.1.10 5.1.1.9,,K25316 K25317,rn00470 rn01100,RC00302__C00062_C00792, 18072,,arginine racemase,,,C00062 C00792
R00569,1 C00001 + 1 C00063 <=> 1 C00009 + 1 C00112,3.6.1.5,,K01510 K14641 K14642,rn00240 rn01100 rn01232,RC00002__C00063_C00112, 29390,,CTP phosphohydrolase,,,C00001 C00009 C00063 C00112
R00570,1 C00002 + 1 C00112 <=> 1 C00008 + 1 C00063,2.7.4.6,M00052,K00940 K18533,rn00240 rn01100 rn01232 rn01240,RC00002__C00002_C00008, 25240,,ATP:CDP phosphotransferase,,,C00002 C00008 C00063 C00112
R00571,1 C00002 + 1 C00014 + 1 C00075 <=> 1 C00008 + 1 C00009 + 1 C00063,6.3.4.2,M00052,K01937,rn00240 rn01100 rn01232 rn01240,RC00002__C00002_C00008 RC00074__C00063_C00075, 16600,,UTP:ammonia ligase (ADP-forming),,,C00002 C00008 C00009 C00014 C00063 C00075
R00572,1 C00022 + 1 C00063 <=> 1 C00074 + 1 C00112,2.7.1.40,,,,RC00002__C00063_C00112 RC00015__C00022_C00074, 56955,,CTP:pyruvate 2-O-phosphotransferase,,,C00022 C00063 C00074 C00112
R00573,1 C00001 + 1 C00002 + 1 C00064 + 1 C00075 <=> 1 C00008 + 1 C00009 + 1 C00025 + 1 C00063,6.3.4.2,M00052,K01937,rn00240 rn01100 rn01232 rn01240,RC00002__C00002_C00008 RC00010__C00025_C00064 RC00074__C00063_C00075, 26429,two-step reaction (see R00256+R00571),UTP:L-glutamine amido-ligase (ADP-forming),,,C00001 C00002 C00008 C00009 C00025 C00063 C00064 C00075
R00574,1 C00013 + 1 C00941 <=> 1 C00063,4.6.1.6,,K27604,rn00240,RC00295__C00063_C00941, 14740,,"CTP diphosphate-lyase (cyclizing; 3',5'-cyclic-CMP-forming)",,,C00013 C00063 C00941
R00575,1 C00001 + 2 C00002 + 1 C00064 + 1 C00288 <=> 2 C00008 + 1 C00009 + 1 C00025 + 1 C00169,6.3.5.5,M00051 M00978,K01954 K01955 K01956 K11540 K11541,rn00220 rn00240 rn00250 rn01100 rn01110 rn01240,RC00002__C00002_C00008 RC00010__C00025_C00064 RC02750__C00064_C00169, 18636,multi-step reaction (see R00256+R10948+R10949+R01395),"HCO3-:L-glutamine amido-ligase (ADP-forming, carbamate-phosphorylating)",,,C00001 C00002 C00008 C00009 C00025 C00064 C00169 C00288
R00576,1 C00022 + 1 C00064 <=> 1 C00041 + 1 C00940,2.6.1.15,,,rn00250 rn01100,RC00006__C00064_C00940 RC00008__C00022_C00041, 10403,,L-glutamine:pyruvate aminotransferase,,,C00022 C00041 C00064 C00940
R00577,1 C00010 + 1 C02716 <=> 1 C00040 + 1 C00064,2.3.1.68,,,,RC00004__C00010_C00040 RC00064__C00064_C02716, 18472,,acyl-CoA:L-glutamine N-acyltransferase,,,C00010 C00040 C00064 C02716
R00578,1 C00001 + 1 C00002 + 1 C00049 + 1 C00064 <=> 1 C00013 + 1 C00020 + 1 C00025 + 1 C00152,6.3.5.4,,K01953,rn00250 rn01100 rn01110 rn01230,RC00010__C00025_C00064, 12231,two-step reaction (see R00256+R00483),L-aspartate:L-glutamine amido-ligase (AMP-forming),,,C00001 C00002 C00013 C00020 C00025 C00049 C00064 C00152
R00579,1 C00064 <=> 1 C00819,5.1.1.10,,K25316 K25317,rn00470 rn01100,RC00302__C00064_C00819, 59279,,glutamine racemase,,,C00064 C00819
R00581,1 C00001 + 1 C00003 + 1 C00065 <=> 1 C00004 + 1 C00014 + 1 C00080 + 1 C00168,1.4.1.7,,,,RC00001__C00003_C00004 RC00006__C00065_C00168, 20887,,L-serine:NAD+ oxidoreductase (deaminating),,,C00001 C00003 C00004 C00014 C00065 C00080 C00168
R00582,1 C00001 + 1 C01005 <=> 1 C00009 + 1 C00065,3.1.3.3,M00020,K01079 K02203 K22305 K25528,rn00260 rn00680 rn01100 rn01110 rn01120 rn01200 rn01230,RC00017__C00065_C01005, 21211,see R02853 (D-form),O-phospho-L-serine phosphohydrolase,,,C00001 C00009 C00065 C01005
R00584,1 C00009 + 1 C01005 <=> 1 C00013 + 1 C00065,2.7.1.80,,,,RC00017__C00065_C01005, 23767,,diphosphate:L-serine O-phosphotransferase,,,C00009 C00013 C00065 C01005
R00585,1 C00022 + 1 C00065 <=> 1 C00041 + 1 C00168,2.6.1.51,,K00830 K13290,rn00260 rn01100,RC00006__C00065_C00168 RC00008__C00022_C00041, 22855,,L-serine:pyruvate aminotransferase,,,C00022 C00041 C00065 C00168
R00586,1 C00010 + 1 C00979 <=> 1 C00024 + 1 C00065,2.3.1.30,M00021 M00785,K00640 K19726 K23304,rn00270 rn00920 rn00998 rn01100 rn01110 rn01120 rn01200 rn01230,RC00004__C00010_C00024 RC00041__C00065_C00979, 24563,,acetyl-CoA:L-serine O-acetyltransferase,,,C00010 C00024 C00065 C00979
R00588,1 C00037 + 1 C00168 <=> 1 C00048 + 1 C00065,2.6.1.45,M00346 M00532,K00830,rn00260 rn00630 rn00680 rn01100 rn01110 rn01120 rn01200,RC00006__C00065_C00168 RC00018__C00037_C00048, 19128,,L-serine:glyoxylate aminotransferase,,,C00037 C00048 C00065 C00168
R00589,1 C00065 <=> 1 C00740,5.1.1.10 5.1.1.18,,K12235 K25316 K25317,rn00260 rn00470 rn01100,RC00302__C00065_C00740, 10983,,serine racemase,,,C00065 C00740
R00590,1 C00001 + 1 C02218 <=> 1 C00065,4.3.1.17,,K01752 K17989,rn00270 rn01100,RC00331__C00065_C02218, 40666,"a part of multi-step reaction;ec 4.3.1.17 (see R00220, R00590+R08698);unclear reaction (see R00590+R08699)",L-serine hydro-lyase,,,C00001 C00065 C02218
R00594,1 C00019 + 1 C01764 <=> 1 C00021 + 1 C03446,2.1.1.35,,,,RC00003__C00019_C00021 RC00332__C01764_C03446, 42715,,S-adenosyl-L-methionine:tRNA uracil 5-methyltransferase; S-adenosyl-L-methionine:tRNA (uracil-5-)-methyltransferase,,,C00019 C00021 C01764 C03446
R00595,1 C00019 + 1 C17325 <=> 1 C00021 + 1 C04155,2.1.1.202 2.1.1.203 2.1.1.204,,,,RC00003__C00019_C00021 RC00332__C04155_C17325, 42943__42947__42951__42955__42959,general reaction,S-adenosyl-L-methionine:tRNA (cytosine-C5)-methyltransferase,,,C00019 C00021 C04155 C17325
R00596,1 C00019 + 1 C17324 <=> 1 C00021 + 1 C04156,,,,,RC00003__C00019_C00021 RC00333__C04156_C17324,,,S-adenosyl-L-methionine:tRNA adenine N1-methyltransferase; S-adenosyl-L-methionine:tRNA (adenine-N1-)-methyltransferase,,,C00019 C00021 C04156 C17324
